value	birth	sign	section_start	section_value	section_pairs	j	side
39375656444	7575040375	A	7575011308	39375641910	18082	14533	U
39375656447	7575040381	A	7575011308	39375641910	18082	14536	U
39375656450	7575040387	A	7575011308	39375641910	18082	14539	U
39375656453	7575040393	A	7575011308	39375641910	18082	14542	U
39375656456	7575040399	A	7575011308	39375641910	18082	14545	U
39375656459	7575040405	A	7575011308	39375641910	18082	14548	U
39375656462	7575040411	A	7575011308	39375641910	18082	14551	U
39375656465	7575040417	A	7575011308	39375641910	18082	14554	U
39375656468	7575040423	A	7575011308	39375641910	18082	14557	U
39375656471	7575040429	A	7575011308	39375641910	18082	14560	U
39375656474	7575040435	A	7575011308	39375641910	18082	14563	U
39375656477	7575040441	A	7575011308	39375641910	18082	14566	U
39375656480	7575040447	A	7575011308	39375641910	18082	14569	U
39375656483	7575040453	A	7575011308	39375641910	18082	14572	U
39375656486	7575040459	A	7575011308	39375641910	18082	14575	U
39375656489	7575040465	A	7575011308	39375641910	18082	14578	U
39375656492	7575040471	A	7575011308	39375641910	18082	14581	U
39375656495	7575040477	A	7575011308	39375641910	18082	14584	U
39375656498	7575040483	A	7575011308	39375641910	18082	14587	U
39375656501	7575040489	A	7575011308	39375641910	18082	14590	U
39375656504	7575040495	A	7575011308	39375641910	18082	14593	U
39375656507	7575040501	A	7575011308	39375641910	18082	14596	U
39375656510	7575040507	A	7575011308	39375641910	18082	14599	U
39375656513	7575040513	A	7575011308	39375641910	18082	14602	U
39375656516	7575040519	A	7575011308	39375641910	18082	14605	U
39375656519	7575040525	A	7575011308	39375641910	18082	14608	U
39375656522	7575040531	A	7575011308	39375641910	18082	14611	U
39375656525	7575040537	A	7575011308	39375641910	18082	14614	U
39375656528	7575040543	A	7575011308	39375641910	18082	14617	U
39375656531	7575040549	A	7575011308	39375641910	18082	14620	U
39375656534	7575040555	A	7575011308	39375641910	18082	14623	U
39375656537	7575040561	A	7575011308	39375641910	18082	14626	U
39375656540	7575040567	A	7575011308	39375641910	18082	14629	U
39375656543	7575040573	A	7575011308	39375641910	18082	14632	U
39375656546	7575040579	A	7575011308	39375641910	18082	14635	U
39375656549	7575040585	A	7575011308	39375641910	18082	14638	U
39375656552	7575040591	A	7575011308	39375641910	18082	14641	U
39375656555	7575040597	A	7575011308	39375641910	18082	14644	U
39375656558	7575040603	A	7575011308	39375641910	18082	14647	U
39375656561	7575040609	A	7575011308	39375641910	18082	14650	U
39375656564	7575040615	A	7575011308	39375641910	18082	14653	U
39375656567	7575040621	A	7575011308	39375641910	18082	14656	U
39375656570	7575040627	A	7575011308	39375641910	18082	14659	U
39375656573	7575040633	A	7575011308	39375641910	18082	14662	U
39375656576	7575040639	A	7575011308	39375641910	18082	14665	U
39375656579	7575040645	A	7575011308	39375641910	18082	14668	U
39375656582	7575040651	A	7575011308	39375641910	18082	14671	U
39375656585	7575040657	A	7575011308	39375641910	18082	14674	U
39375656588	7575040663	A	7575011308	39375641910	18082	14677	U
39375656591	7575040669	A	7575011308	39375641910	18082	14680	U
39375656594	7575040675	A	7575011308	39375641910	18082	14683	U
39375656597	7575040681	A	7575011308	39375641910	18082	14686	U
39375656600	7575040687	A	7575011308	39375641910	18082	14689	U
39375656603	7575040693	A	7575011308	39375641910	18082	14692	U
39375656606	7575040699	A	7575011308	39375641910	18082	14695	U
39375656609	7575040705	A	7575011308	39375641910	18082	14698	U
39375656612	7575040711	A	7575011308	39375641910	18082	14701	U
39375656615	7575040717	A	7575011308	39375641910	18082	14704	U
39375656618	7575040723	A	7575011308	39375641910	18082	14707	U
39375656621	7575040729	A	7575011308	39375641910	18082	14710	U
39375656624	7575040735	A	7575011308	39375641910	18082	14713	U
39375656627	7575040741	A	7575011308	39375641910	18082	14716	U
39375656630	7575040747	A	7575011308	39375641910	18082	14719	U
39375656633	7575040753	A	7575011308	39375641910	18082	14722	U
39375656636	7575040759	A	7575011308	39375641910	18082	14725	U
39375656639	7575040765	A	7575011308	39375641910	18082	14728	U
39375656642	7575040771	A	7575011308	39375641910	18082	14731	U
39375656645	7575040777	A	7575011308	39375641910	18082	14734	U
39375656648	7575040783	A	7575011308	39375641910	18082	14737	U
39375656651	7575040789	A	7575011308	39375641910	18082	14740	U
39375656654	7575040795	A	7575011308	39375641910	18082	14743	U
39375656657	7575040801	A	7575011308	39375641910	18082	14746	U
39375656660	7575040807	A	7575011308	39375641910	18082	14749	U
39375656663	7575040813	A	7575011308	39375641910	18082	14752	U
39375656666	7575040819	A	7575011308	39375641910	18082	14755	U
39375656669	7575040825	A	7575011308	39375641910	18082	14758	U
39375656672	7575040831	A	7575011308	39375641910	18082	14761	U
39375656675	7575040837	A	7575011308	39375641910	18082	14764	U
39375656678	7575040843	A	7575011308	39375641910	18082	14767	U
39375656681	7575040849	A	7575011308	39375641910	18082	14770	U
39375656684	7575040855	A	7575011308	39375641910	18082	14773	U
39375656687	7575040861	A	7575011308	39375641910	18082	14776	U
39375656690	7575040867	A	7575011308	39375641910	18082	14779	U
39375656693	7575040873	A	7575011308	39375641910	18082	14782	U
39375656696	7575040879	A	7575011308	39375641910	18082	14785	U
39375656699	7575040885	A	7575011308	39375641910	18082	14788	U
39375656702	7575040891	A	7575011308	39375641910	18082	14791	U
39375656705	7575040897	A	7575011308	39375641910	18082	14794	U
39375656708	7575040903	A	7575011308	39375641910	18082	14797	U
39375656711	7575040909	A	7575011308	39375641910	18082	14800	U
39375656714	7575040915	A	7575011308	39375641910	18082	14803	U
39375656717	7575040921	A	7575011308	39375641910	18082	14806	U
39375656720	7575040927	A	7575011308	39375641910	18082	14809	U
39375656723	7575040933	A	7575011308	39375641910	18082	14812	U
39375656726	7575040939	A	7575011308	39375641910	18082	14815	U
39375656729	7575040945	A	7575011308	39375641910	18082	14818	U
39375656732	7575040951	A	7575011308	39375641910	18082	14821	U
39375656735	7575040957	A	7575011308	39375641910	18082	14824	U
39375656738	7575040963	A	7575011308	39375641910	18082	14827	U
39375656741	7575040969	A	7575011308	39375641910	18082	14830	U
39375656744	7575040975	A	7575011308	39375641910	18082	14833	U
39375656747	7575040981	A	7575011308	39375641910	18082	14836	U
39375656750	7575040987	A	7575011308	39375641910	18082	14839	U
39375656753	7575040993	A	7575011308	39375641910	18082	14842	U
39375656756	7575040999	A	7575011308	39375641910	18082	14845	U
39375656759	7575041005	A	7575011308	39375641910	18082	14848	U
39375656762	7575041011	A	7575011308	39375641910	18082	14851	U
39375656765	7575041017	A	7575011308	39375641910	18082	14854	U
39375656768	7575041023	A	7575011308	39375641910	18082	14857	U
39375656771	7575041029	A	7575011308	39375641910	18082	14860	U
39375656774	7575041035	A	7575011308	39375641910	18082	14863	U
39375656777	7575041041	A	7575011308	39375641910	18082	14866	U
39375656780	7575041047	A	7575011308	39375641910	18082	14869	U
39375656783	7575041053	A	7575011308	39375641910	18082	14872	U
39375656786	7575041059	A	7575011308	39375641910	18082	14875	U
39375656789	7575041065	A	7575011308	39375641910	18082	14878	U
39375656792	7575041071	A	7575011308	39375641910	18082	14881	U
39375656795	7575041077	A	7575011308	39375641910	18082	14884	U
39375656798	7575041083	A	7575011308	39375641910	18082	14887	U
39375656801	7575041089	A	7575011308	39375641910	18082	14890	U
39375656804	7575041095	A	7575011308	39375641910	18082	14893	U
39375656807	7575041101	A	7575011308	39375641910	18082	14896	U
39375656810	7575041107	A	7575011308	39375641910	18082	14899	U
39375656813	7575041113	A	7575011308	39375641910	18082	14902	U
39375656816	7575041119	A	7575011308	39375641910	18082	14905	U
39375656819	7575041125	A	7575011308	39375641910	18082	14908	U
39375656822	7575041131	A	7575011308	39375641910	18082	14911	U
39375656825	7575041137	A	7575011308	39375641910	18082	14914	U
39375656828	7575041143	A	7575011308	39375641910	18082	14917	U
39375656831	7575041149	A	7575011308	39375641910	18082	14920	U
39375656834	7575041155	A	7575011308	39375641910	18082	14923	U
39375656837	7575041161	A	7575011308	39375641910	18082	14926	U
39375656840	7575041167	A	7575011308	39375641910	18082	14929	U
39375656843	7575041173	A	7575011308	39375641910	18082	14932	U
39375656846	7575041179	A	7575011308	39375641910	18082	14935	U
39375656849	7575041185	A	7575011308	39375641910	18082	14938	U
39375656852	7575041191	A	7575011308	39375641910	18082	14941	U
39375656855	7575041197	A	7575011308	39375641910	18082	14944	U
39375656858	7575041203	A	7575011308	39375641910	18082	14947	U
39375656861	7575041209	A	7575011308	39375641910	18082	14950	U
39375656864	7575041215	A	7575011308	39375641910	18082	14953	U
39375656867	7575041221	A	7575011308	39375641910	18082	14956	U
39375656870	7575041227	A	7575011308	39375641910	18082	14959	U
39375656873	7575041233	A	7575011308	39375641910	18082	14962	U
39375656876	7575041239	A	7575011308	39375641910	18082	14965	U
39375656879	7575041245	A	7575011308	39375641910	18082	14968	U
39375656882	7575041251	A	7575011308	39375641910	18082	14971	U
39375656885	7575041257	A	7575011308	39375641910	18082	14974	U
39375656888	7575041263	A	7575011308	39375641910	18082	14977	U
39375656891	7575041269	A	7575011308	39375641910	18082	14980	U
39375656894	7575041275	A	7575011308	39375641910	18082	14983	U
39375656897	7575041281	A	7575011308	39375641910	18082	14986	U
39375656900	7575041287	A	7575011308	39375641910	18082	14989	U
39375656903	7575041293	A	7575011308	39375641910	18082	14992	U
39375656906	7575041299	A	7575011308	39375641910	18082	14995	U
39375656909	7575041305	A	7575011308	39375641910	18082	14998	U
39375656912	7575041311	A	7575011308	39375641910	18082	15001	U
39375656915	7575041317	A	7575011308	39375641910	18082	15004	U
39375656918	7575041323	A	7575011308	39375641910	18082	15007	U
39375656921	7575041329	A	7575011308	39375641910	18082	15010	U
39375656924	7575041335	A	7575011308	39375641910	18082	15013	U
39375656927	7575041341	A	7575011308	39375641910	18082	15016	U
39375656930	7575041347	A	7575011308	39375641910	18082	15019	U
39375656933	7575041353	A	7575011308	39375641910	18082	15022	U
39375656936	7575041359	A	7575011308	39375641910	18082	15025	U
39375656939	7575041365	A	7575011308	39375641910	18082	15028	U
39375656942	7575041371	A	7575011308	39375641910	18082	15031	U
39375656945	7575041377	A	7575011308	39375641910	18082	15034	U
39375656948	7575041383	A	7575011308	39375641910	18082	15037	U
39375656951	7575041389	A	7575011308	39375641910	18082	15040	U
39375656954	7575041395	A	7575011308	39375641910	18082	15043	U
39375656957	7575041401	A	7575011308	39375641910	18082	15046	U
39375656960	7575041407	A	7575011308	39375641910	18082	15049	U
39375656963	7575041413	A	7575011308	39375641910	18082	15052	U
39375656966	7575041419	A	7575011308	39375641910	18082	15055	U
39375656969	7575041425	A	7575011308	39375641910	18082	15058	U
39375656972	7575041431	A	7575011308	39375641910	18082	15061	U
39375656975	7575041437	A	7575011308	39375641910	18082	15064	U
39375656978	7575041443	A	7575011308	39375641910	18082	15067	U
39375656981	7575041449	A	7575011308	39375641910	18082	15070	U
39375656984	7575041455	A	7575011308	39375641910	18082	15073	U
39375656987	7575041461	A	7575011308	39375641910	18082	15076	U
39375656990	7575041467	A	7575011308	39375641910	18082	15079	U
39375656993	7575041473	A	7575011308	39375641910	18082	15082	U
39375656996	7575041479	A	7575011308	39375641910	18082	15085	U
39375656999	7575041485	A	7575011308	39375641910	18082	15088	U
39375657002	7575041491	A	7575011308	39375641910	18082	15091	U
39375657005	7575041497	A	7575011308	39375641910	18082	15094	U
39375657008	7575041503	A	7575011308	39375641910	18082	15097	U
39375657011	7575041509	A	7575011308	39375641910	18082	15100	U
39375657014	7575041515	A	7575011308	39375641910	18082	15103	U
39375657017	7575041521	A	7575011308	39375641910	18082	15106	U
39375657020	7575041527	A	7575011308	39375641910	18082	15109	U
39375657023	7575041533	A	7575011308	39375641910	18082	15112	U
39375657026	7575041539	A	7575011308	39375641910	18082	15115	U
39375657029	7575041545	A	7575011308	39375641910	18082	15118	U
39375657032	7575041551	A	7575011308	39375641910	18082	15121	U
39375657035	7575041557	A	7575011308	39375641910	18082	15124	U
39375657038	7575041563	A	7575011308	39375641910	18082	15127	U
39375657041	7575041569	A	7575011308	39375641910	18082	15130	U
39375657044	7575041575	A	7575011308	39375641910	18082	15133	U
39375657047	7575041581	A	7575011308	39375641910	18082	15136	U
39375657050	7575041587	A	7575011308	39375641910	18082	15139	U
39375657053	7575041593	A	7575011308	39375641910	18082	15142	U
39375657056	7575041599	A	7575011308	39375641910	18082	15145	U
39375657059	7575041605	A	7575011308	39375641910	18082	15148	U
39375657062	7575041611	A	7575011308	39375641910	18082	15151	U
39375657065	7575041617	A	7575011308	39375641910	18082	15154	U
39375657068	7575041623	A	7575011308	39375641910	18082	15157	U
39375657071	7575041629	A	7575011308	39375641910	18082	15160	U
39375657074	7575041635	A	7575011308	39375641910	18082	15163	U
39375657077	7575041641	A	7575011308	39375641910	18082	15166	U
39375657080	7575041647	A	7575011308	39375641910	18082	15169	U
39375657083	7575041653	A	7575011308	39375641910	18082	15172	U
39375657086	7575041659	A	7575011308	39375641910	18082	15175	U
39375657089	7575041665	A	7575011308	39375641910	18082	15178	U
39375657092	7575041671	A	7575011308	39375641910	18082	15181	U
39375657095	7575041677	A	7575011308	39375641910	18082	15184	U
39375657098	7575041683	A	7575011308	39375641910	18082	15187	U
39375657101	7575041689	A	7575011308	39375641910	18082	15190	U
39375657104	7575041695	A	7575011308	39375641910	18082	15193	U
39375657107	7575041701	A	7575011308	39375641910	18082	15196	U
39375657110	7575041707	A	7575011308	39375641910	18082	15199	U
39375657113	7575041713	A	7575011308	39375641910	18082	15202	U
39375657116	7575041719	A	7575011308	39375641910	18082	15205	U
39375657119	7575041725	A	7575011308	39375641910	18082	15208	U
39375657122	7575041731	A	7575011308	39375641910	18082	15211	U
39375657125	7575041737	A	7575011308	39375641910	18082	15214	U
39375657128	7575041743	A	7575011308	39375641910	18082	15217	U
39375657131	7575041749	A	7575011308	39375641910	18082	15220	U
39375657134	7575041755	A	7575011308	39375641910	18082	15223	U
39375657137	7575041761	A	7575011308	39375641910	18082	15226	U
39375657140	7575041767	A	7575011308	39375641910	18082	15229	U
39375657143	7575041773	A	7575011308	39375641910	18082	15232	U
39375657146	7575041779	A	7575011308	39375641910	18082	15235	U
39375657149	7575041785	A	7575011308	39375641910	18082	15238	U
39375657152	7575041791	A	7575011308	39375641910	18082	15241	U
39375657155	7575041797	A	7575011308	39375641910	18082	15244	U
39375657158	7575041803	A	7575011308	39375641910	18082	15247	U
39375657161	7575041809	A	7575011308	39375641910	18082	15250	U
39375657164	7575041815	A	7575011308	39375641910	18082	15253	U
39375657167	7575041821	A	7575011308	39375641910	18082	15256	U
39375657170	7575041827	A	7575011308	39375641910	18082	15259	U
39375657173	7575041833	A	7575011308	39375641910	18082	15262	U
39375657176	7575041839	A	7575011308	39375641910	18082	15265	U
39375657179	7575041845	A	7575011308	39375641910	18082	15268	U
39375657182	7575041851	A	7575011308	39375641910	18082	15271	U
39375657185	7575041857	A	7575011308	39375641910	18082	15274	U
39375657188	7575041863	A	7575011308	39375641910	18082	15277	U
39375657191	7575041869	A	7575011308	39375641910	18082	15280	U
39375657194	7575041875	A	7575011308	39375641910	18082	15283	U
39375657197	7575041881	A	7575011308	39375641910	18082	15286	U
39375657200	7575041887	A	7575011308	39375641910	18082	15289	U
39375657203	7575041893	A	7575011308	39375641910	18082	15292	U
39375657206	7575041899	A	7575011308	39375641910	18082	15295	U
39375657209	7575041905	A	7575011308	39375641910	18082	15298	U
39375657212	7575041911	A	7575011308	39375641910	18082	15301	U
39375657215	7575041917	A	7575011308	39375641910	18082	15304	U
39375657218	7575041923	A	7575011308	39375641910	18082	15307	U
39375657221	7575041929	A	7575011308	39375641910	18082	15310	U
39375657224	7575041935	A	7575011308	39375641910	18082	15313	U
39375657227	7575041941	A	7575011308	39375641910	18082	15316	U
39375657230	7575041947	A	7575011308	39375641910	18082	15319	U
39375657233	7575041953	A	7575011308	39375641910	18082	15322	U
39375657236	7575041959	A	7575011308	39375641910	18082	15325	U
39375657239	7575041965	A	7575011308	39375641910	18082	15328	U
39375657242	7575041971	A	7575011308	39375641910	18082	15331	U
39375657245	7575041977	A	7575011308	39375641910	18082	15334	U
39375657248	7575041983	A	7575011308	39375641910	18082	15337	U
39375657251	7575041989	A	7575011308	39375641910	18082	15340	U
39375657254	7575041995	A	7575011308	39375641910	18082	15343	U
39375657257	7575042001	A	7575011308	39375641910	18082	15346	U
39375657260	7575042007	A	7575011308	39375641910	18082	15349	U
39375657263	7575042013	A	7575011308	39375641910	18082	15352	U
39375657266	7575042019	A	7575011308	39375641910	18082	15355	U
39375657269	7575042025	A	7575011308	39375641910	18082	15358	U
39375657272	7575042031	A	7575011308	39375641910	18082	15361	U
39375657275	7575042037	A	7575011308	39375641910	18082	15364	U
39375657278	7575042043	A	7575011308	39375641910	18082	15367	U
39375657281	7575042049	A	7575011308	39375641910	18082	15370	U
39375657284	7575042055	A	7575011308	39375641910	18082	15373	U
39375657287	7575042061	A	7575011308	39375641910	18082	15376	U
39375657290	7575042067	A	7575011308	39375641910	18082	15379	U
39375657293	7575042073	A	7575011308	39375641910	18082	15382	U
39375657296	7575042079	A	7575011308	39375641910	18082	15385	U
39375657299	7575042085	A	7575011308	39375641910	18082	15388	U
39375657302	7575042091	A	7575011308	39375641910	18082	15391	U
39375657305	7575042097	A	7575011308	39375641910	18082	15394	U
39375657308	7575042103	A	7575011308	39375641910	18082	15397	U
39375657311	7575042109	A	7575011308	39375641910	18082	15400	U
39375657314	7575042115	A	7575011308	39375641910	18082	15403	U
39375657317	7575042121	A	7575011308	39375641910	18082	15406	U
39375657320	7575042127	A	7575011308	39375641910	18082	15409	U
39375657323	7575042133	A	7575011308	39375641910	18082	15412	U
39375657326	7575042139	A	7575011308	39375641910	18082	15415	U
39375657329	7575042145	A	7575011308	39375641910	18082	15418	U
39375657332	7575042151	A	7575011308	39375641910	18082	15421	U
39375657335	7575042157	A	7575011308	39375641910	18082	15424	U
39375657338	7575042163	A	7575011308	39375641910	18082	15427	U
39375657341	7575042169	A	7575011308	39375641910	18082	15430	U
39375657344	7575042175	A	7575011308	39375641910	18082	15433	U
39375657347	7575042181	A	7575011308	39375641910	18082	15436	U
39375657350	7575042187	A	7575011308	39375641910	18082	15439	U
39375657353	7575042193	A	7575011308	39375641910	18082	15442	U
39375657356	7575042199	A	7575011308	39375641910	18082	15445	U
39375657359	7575042205	A	7575011308	39375641910	18082	15448	U
39375657362	7575042211	A	7575011308	39375641910	18082	15451	U
39375657365	7575042217	A	7575011308	39375641910	18082	15454	U
39375657368	7575042223	A	7575011308	39375641910	18082	15457	U
39375657371	7575042229	A	7575011308	39375641910	18082	15460	U
39375657374	7575042235	A	7575011308	39375641910	18082	15463	U
39375657377	7575042241	A	7575011308	39375641910	18082	15466	U
39375657380	7575042247	A	7575011308	39375641910	18082	15469	U
39375657383	7575042253	A	7575011308	39375641910	18082	15472	U
39375657386	7575042259	A	7575011308	39375641910	18082	15475	U
39375657389	7575042265	A	7575011308	39375641910	18082	15478	U
39375657392	7575042271	A	7575011308	39375641910	18082	15481	U
39375657395	7575042277	A	7575011308	39375641910	18082	15484	U
39375657398	7575042283	A	7575011308	39375641910	18082	15487	U
39375657401	7575042289	A	7575011308	39375641910	18082	15490	U
39375657404	7575042295	A	7575011308	39375641910	18082	15493	U
39375657407	7575042301	A	7575011308	39375641910	18082	15496	U
39375657410	7575042307	A	7575011308	39375641910	18082	15499	U
39375657413	7575042313	A	7575011308	39375641910	18082	15502	U
39375657416	7575042319	A	7575011308	39375641910	18082	15505	U
39375657419	7575042325	A	7575011308	39375641910	18082	15508	U
39375657422	7575042331	A	7575011308	39375641910	18082	15511	U
39375657425	7575042337	A	7575011308	39375641910	18082	15514	U
39375657428	7575042343	A	7575011308	39375641910	18082	15517	U
39375657431	7575042349	A	7575011308	39375641910	18082	15520	U
39375657434	7575042355	A	7575011308	39375641910	18082	15523	U
39375657437	7575042361	A	7575011308	39375641910	18082	15526	U
39375657440	7575042367	A	7575011308	39375641910	18082	15529	U
39375657443	7575042373	A	7575011308	39375641910	18082	15532	U
39375657446	7575042379	A	7575011308	39375641910	18082	15535	U
39375657449	7575042385	A	7575011308	39375641910	18082	15538	U
39375657452	7575042391	A	7575011308	39375641910	18082	15541	U
39375657455	7575042397	A	7575011308	39375641910	18082	15544	U
39375657458	7575042403	A	7575011308	39375641910	18082	15547	U
39375657461	7575042409	A	7575011308	39375641910	18082	15550	U
39375657464	7575042415	A	7575011308	39375641910	18082	15553	U
39375657467	7575042421	A	7575011308	39375641910	18082	15556	U
39375657470	7575042427	A	7575011308	39375641910	18082	15559	U
39375657473	7575042433	A	7575011308	39375641910	18082	15562	U
39375657476	7575042439	A	7575011308	39375641910	18082	15565	U
39375657479	7575042445	A	7575011308	39375641910	18082	15568	U
39375657482	7575042451	A	7575011308	39375641910	18082	15571	U
39375657485	7575042457	A	7575011308	39375641910	18082	15574	U
39375657488	7575042463	A	7575011308	39375641910	18082	15577	U
39375657491	7575042469	A	7575011308	39375641910	18082	15580	U
39375657494	7575042475	A	7575011308	39375641910	18082	15583	U
39375657497	7575042481	A	7575011308	39375641910	18082	15586	U
39375657500	7575042487	A	7575011308	39375641910	18082	15589	U
39375657503	7575042493	A	7575011308	39375641910	18082	15592	U
39375657506	7575042499	A	7575011308	39375641910	18082	15595	U
39375657509	7575042505	A	7575011308	39375641910	18082	15598	U
39375657512	7575042511	A	7575011308	39375641910	18082	15601	U
39375657515	7575042517	A	7575011308	39375641910	18082	15604	U
39375657518	7575042523	A	7575011308	39375641910	18082	15607	U
39375657521	7575042529	A	7575011308	39375641910	18082	15610	U
39375657524	7575042535	A	7575011308	39375641910	18082	15613	U
39375657527	7575042541	A	7575011308	39375641910	18082	15616	U
39375657530	7575042547	A	7575011308	39375641910	18082	15619	U
39375657533	7575042553	A	7575011308	39375641910	18082	15622	U
39375657536	7575042559	A	7575011308	39375641910	18082	15625	U
39375657539	7575042565	A	7575011308	39375641910	18082	15628	U
39375657542	7575042571	A	7575011308	39375641910	18082	15631	U
39375657545	7575042577	A	7575011308	39375641910	18082	15634	U
39375657548	7575042583	A	7575011308	39375641910	18082	15637	U
39375657551	7575042589	A	7575011308	39375641910	18082	15640	U
39375657554	7575042595	A	7575011308	39375641910	18082	15643	U
39375657557	7575042601	A	7575011308	39375641910	18082	15646	U
39375657560	7575042607	A	7575011308	39375641910	18082	15649	U
39375657563	7575042613	A	7575011308	39375641910	18082	15652	U
39375657566	7575042619	A	7575011308	39375641910	18082	15655	U
39375657569	7575042625	A	7575011308	39375641910	18082	15658	U
39375657572	7575042631	A	7575011308	39375641910	18082	15661	U
39375657575	7575042637	A	7575011308	39375641910	18082	15664	U
39375657578	7575042643	A	7575011308	39375641910	18082	15667	U
39375657581	7575042649	A	7575011308	39375641910	18082	15670	U
39375657584	7575042655	A	7575011308	39375641910	18082	15673	U
39375657587	7575042661	A	7575011308	39375641910	18082	15676	U
39375657590	7575042667	A	7575011308	39375641910	18082	15679	U
39375657593	7575042673	A	7575011308	39375641910	18082	15682	U
39375657596	7575042679	A	7575011308	39375641910	18082	15685	U
39375657599	7575042685	A	7575011308	39375641910	18082	15688	U
39375657602	7575042691	A	7575011308	39375641910	18082	15691	U
39375657605	7575042697	A	7575011308	39375641910	18082	15694	U
39375657608	7575042703	A	7575011308	39375641910	18082	15697	U
39375657611	7575042709	A	7575011308	39375641910	18082	15700	U
39375657614	7575042715	A	7575011308	39375641910	18082	15703	U
39375657617	7575042721	A	7575011308	39375641910	18082	15706	U
39375657620	7575042727	A	7575011308	39375641910	18082	15709	U
39375657623	7575042733	A	7575011308	39375641910	18082	15712	U
39375657626	7575042739	A	7575011308	39375641910	18082	15715	U
39375657629	7575042745	A	7575011308	39375641910	18082	15718	U
39375657632	7575042751	A	7575011308	39375641910	18082	15721	U
39375657635	7575042757	A	7575011308	39375641910	18082	15724	U
39375657638	7575042763	A	7575011308	39375641910	18082	15727	U
39375657641	7575042769	A	7575011308	39375641910	18082	15730	U
39375657644	7575042775	A	7575011308	39375641910	18082	15733	U
39375657647	7575042781	A	7575011308	39375641910	18082	15736	U
39375657650	7575042787	A	7575011308	39375641910	18082	15739	U
39375657653	7575042793	A	7575011308	39375641910	18082	15742	U
39375657656	7575042799	A	7575011308	39375641910	18082	15745	U
39375657659	7575042805	A	7575011308	39375641910	18082	15748	U
39375657662	7575042811	A	7575011308	39375641910	18082	15751	U
39375657665	7575042817	A	7575011308	39375641910	18082	15754	U
39375657668	7575042823	A	7575011308	39375641910	18082	15757	U
39375657671	7575042829	A	7575011308	39375641910	18082	15760	U
39375657674	7575042835	A	7575011308	39375641910	18082	15763	U
39375657677	7575042841	A	7575011308	39375641910	18082	15766	U
39375657680	7575042847	A	7575011308	39375641910	18082	15769	U
39375657683	7575042853	A	7575011308	39375641910	18082	15772	U
39375657686	7575042859	A	7575011308	39375641910	18082	15775	U
39375657689	7575042865	A	7575011308	39375641910	18082	15778	U
39375657692	7575042871	A	7575011308	39375641910	18082	15781	U
39375657695	7575042877	A	7575011308	39375641910	18082	15784	U
39375657698	7575042883	A	7575011308	39375641910	18082	15787	U
39375657701	7575042889	A	7575011308	39375641910	18082	15790	U
39375657704	7575042895	A	7575011308	39375641910	18082	15793	U
39375657707	7575042901	A	7575011308	39375641910	18082	15796	U
39375657710	7575042907	A	7575011308	39375641910	18082	15799	U
39375657713	7575042913	A	7575011308	39375641910	18082	15802	U
39375657716	7575042919	A	7575011308	39375641910	18082	15805	U
39375657719	7575042925	A	7575011308	39375641910	18082	15808	U
39375657722	7575042931	A	7575011308	39375641910	18082	15811	U
39375657725	7575042937	A	7575011308	39375641910	18082	15814	U
39375657728	7575042943	A	7575011308	39375641910	18082	15817	U
39375657731	7575042949	A	7575011308	39375641910	18082	15820	U
39375657734	7575042955	A	7575011308	39375641910	18082	15823	U
39375657737	7575042961	A	7575011308	39375641910	18082	15826	U
39375657740	7575042967	A	7575011308	39375641910	18082	15829	U
39375657743	7575042973	A	7575011308	39375641910	18082	15832	U
39375657746	7575042979	A	7575011308	39375641910	18082	15835	U
39375657749	7575042985	A	7575011308	39375641910	18082	15838	U
39375657752	7575042991	A	7575011308	39375641910	18082	15841	U
39375657755	7575042997	A	7575011308	39375641910	18082	15844	U
39375657758	7575043003	A	7575011308	39375641910	18082	15847	U
39375657761	7575043009	A	7575011308	39375641910	18082	15850	U
39375657764	7575043015	A	7575011308	39375641910	18082	15853	U
39375657767	7575043021	A	7575011308	39375641910	18082	15856	U
39375657770	7575043027	A	7575011308	39375641910	18082	15859	U
39375657773	7575043033	A	7575011308	39375641910	18082	15862	U
39375657776	7575043039	A	7575011308	39375641910	18082	15865	U
39375657779	7575043045	A	7575011308	39375641910	18082	15868	U
39375657782	7575043051	A	7575011308	39375641910	18082	15871	U
39375657785	7575043057	A	7575011308	39375641910	18082	15874	U
39375657788	7575043063	A	7575011308	39375641910	18082	15877	U
39375657791	7575043069	A	7575011308	39375641910	18082	15880	U
39375657794	7575043075	A	7575011308	39375641910	18082	15883	U
39375657797	7575043081	A	7575011308	39375641910	18082	15886	U
39375657800	7575043087	A	7575011308	39375641910	18082	15889	U
39375657803	7575043093	A	7575011308	39375641910	18082	15892	U
39375657806	7575043099	A	7575011308	39375641910	18082	15895	U
39375657809	7575043105	A	7575011308	39375641910	18082	15898	U
39375657812	7575043111	A	7575011308	39375641910	18082	15901	U
39375657815	7575043117	A	7575011308	39375641910	18082	15904	U
39375657818	7575043123	A	7575011308	39375641910	18082	15907	U
39375657821	7575043129	A	7575011308	39375641910	18082	15910	U
39375657824	7575043135	A	7575011308	39375641910	18082	15913	U
39375657827	7575043141	A	7575011308	39375641910	18082	15916	U
39375657830	7575043147	A	7575011308	39375641910	18082	15919	U
39375657833	7575043153	A	7575011308	39375641910	18082	15922	U
39375657836	7575043159	A	7575011308	39375641910	18082	15925	U
